fen,move
rn1q1rk1/pp3pbp/3pbnp1/8/4P3/2N2N1P/PPPBBPP1/R2QK2R b KQ - 2 9,a6
rn1q1rk1/1p3pbp/p2pbnp1/8/4P3/2N2N1P/PPPBBPP1/R2Q1RK1 b - - 1 10,Nc6
r2q1rk1/1p3pbp/p1npbnp1/6N1/4P3/2N4P/PPPBBPP1/R2Q1RK1 b - - 3 11,Rc8
2rq1rk1/1p3pbp/p1npNnp1/8/4P3/2N4P/PPPBBPP1/R2Q1RK1 b - - 0 12,fxe6
2rq1rk1/1p4bp/p1nppnp1/8/2B1P3/2N4P/PPPB1PP1/R2Q1RK1 b - - 1 13,d5
2rq1rk1/1p4bp/p1n1pnp1/3P4/2B5/2N4P/PPPB1PP1/R2Q1RK1 b - - 0 14,exd5
2rq1rk1/1p4bp/p1n2np1/3p4/8/1BN4P/PPPB1PP1/R2Q1RK1 b - - 1 15,Nb4
2rq1rk1/1p4bp/p4np1/3p4/1n6/PBN4P/1PPB1PP1/R2Q1RK1 b - - 0 16,Nc6
2rq1rk1/1p4bp/p1n2np1/3p2B1/8/PBN4P/1PP2PP1/R2Q1RK1 b - - 2 17,Kh8
2rq1r1k/1p4bp/p1n2Bp1/3p4/8/PBN4P/1PP2PP1/R2Q1RK1 b - - 0 18,Bxf6
2rq1r1k/1p5p/p1n2bp1/3N4/8/PB5P/1PP2PP1/R2Q1RK1 b - - 0 19,Bxb2
2rq1r1k/1p5p/p1n3p1/3N4/2P5/PB5P/1b3PP1/R2Q1RK1 b - - 0 20,Bxa1
2rq1r1k/1p5p/p1n3p1/3N4/2P5/PB5P/5PP1/Q4RK1 b - - 0 21,Kg8
2rq1rk1/1p5p/p1n2Np1/8/2P5/PB5P/5PP1/Q4RK1 b - - 2 22,Rxf6
2rq2k1/1p5p/p1n2Qp1/8/2P5/PB5P/5PP1/5RK1 b - - 0 23,Qxf6
2r3k1/1p5p/p1n2qp1/2P5/8/PB5P/5PP1/5RK1 b - - 0 24,Kg7
2r5/1p4kp/p1n2qp1/2P5/5P2/PB5P/6P1/5RK1 b - - 0 25,Nd4
2r5/1p4kp/p4qp1/2PB4/3n1P2/P6P/6P1/5RK1 b - - 2 26,Ne2+
2r5/1p4kp/p4qp1/2PB4/5P2/P6P/4n1PK/5R2 b - - 4 27,Qd4
2r5/1B4kp/p5p1/2P5/3q1P2/P6P/4n1PK/5R2 b - - 0 28,Rg8
6r1/1B4kp/p1P3p1/8/3q1P2/P6P/4n1PK/5R2 b - - 0 29,Rf8
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c5
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Nc6
r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,cxd4
r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,g6
r1bqkbnr/pp1ppp1p/2N3p1/8/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 0 5,bxc6
r1bqkbnr/p2ppp1p/2p3p1/8/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 6,Bg7
r1bqk1nr/p2pppbp/2p3p1/8/2B1P3/2N5/PPP2PPP/R1BQK2R b KQkq - 3 7,Nf6
r1bqk2r/p2pppbp/2p2np1/6B1/2B1P3/2N5/PPP2PPP/R2QK2R b KQkq - 5 8,O-O
r1bq1rk1/p2pppbp/2p2np1/6B1/2B1P3/2N5/PPP2PPP/R2Q1RK1 b - - 7 9,h6
r1bq1rk1/p2pppb1/2p2npp/8/2B1P2B/2N5/PPP2PPP/R2Q1RK1 b - - 1 10,e6
r1bq1rk1/p2p1pb1/2p1pnpp/8/2B1P3/2N3B1/PPP2PPP/R2Q1RK1 b - - 1 11,d5
r1bq1rk1/p4pb1/2p1pnpp/3pP3/2B5/2N3B1/PPP2PPP/R2Q1RK1 b - - 0 12,Ng4
r1bq1rk1/p4pb1/2p1p1pp/3pP3/2B3Q1/2N3B1/PPP2PPP/R4RK1 b - - 0 13,dxc4
r1bq1rk1/p4pb1/2p1p1pp/4P3/2Q5/2N3B1/PPP2PPP/R4RK1 b - - 0 14,a5
r1bq1rk1/5pb1/2p1p1pp/p3P3/2Q5/2N3B1/PPP2PPP/3R1RK1 b - - 1 15,Qe7
r1b2rk1/4qpb1/2p1p1pp/p3P3/2Q5/P1N3B1/1PP2PPP/3R1RK1 b - - 0 16,Ba6
r4rk1/4qpb1/b1p1p1pp/p3P3/6Q1/P1N3B1/1PP2PPP/3R1RK1 b - - 2 17,Bxf1
r4rk1/4qpb1/2p1p1pp/p3P3/6Q1/P1N3B1/1PP2PPP/3R1K2 b - - 0 18,Rfd8
r2R2k1/4qpb1/2p1p1pp/p3P3/6Q1/P1N3B1/1PP2PPP/5K2 b - - 0 19,Rxd8
3r2k1/4qpb1/2p1p1pp/p3P3/6Q1/P1N2PB1/1PP3PP/5K2 b - - 0 20,Qc5
3r2k1/5pb1/2p1p1pp/p1q1P3/6Q1/P1N2P2/1PP2BPP/5K2 b - - 2 21,Qc4+
3r2k1/5pb1/2p1p1pp/p3P3/2q3Q1/P1N2P2/1PP2BPP/6K1 b - - 4 22,Qxg4
3r2k1/5pb1/2p1p1pp/p3P3/6P1/P1N5/1PP2BPP/6K1 b - - 0 23,Bxe5
3r2k1/5p2/2p1p1pp/p3b3/6P1/P1N3P1/1PP2B1P/6K1 b - - 0 24,Rd2
6k1/5p2/2p1p1pp/p3b3/6P1/P1N3P1/1PPr1BKP/8 b - - 2 25,Rxc2
6k1/5p2/2p1p1pp/p3b3/N5P1/P5P1/1Pr2BKP/8 b - - 1 26,Bxb2
6k1/5p2/2p1p1pp/p7/6P1/P5P1/1Nr2BKP/8 b - - 0 27,Rxb2
6k1/5p2/2p1p1pp/p7/6P1/P4KP1/1r3B1P/8 b - - 1 28,Ra2
6k1/5p2/2p1p1pp/p1B5/6P1/P4KP1/r6P/8 b - - 3 29,Kg7
8/5pk1/2p1p1pp/p1B5/4K1P1/P5P1/r6P/8 b - - 5 30,f6
8/6k1/2p1pppp/p1B5/4K1PP/P5P1/r7/8 b - - 0 31,h5
8/6k1/2p1ppp1/p1B3Pp/4K2P/P5P1/r7/8 b - - 0 32,fxg5
8/6k1/2p1p1p1/p1B3Pp/4K3/P5P1/r7/8 b - - 0 33,Kf7
8/5k2/2p1p1p1/p1B1K1Pp/8/P5P1/r7/8 b - - 2 34,Re2+
8/5k2/2pKp1p1/p1B3Pp/8/P5P1/4r3/8 b - - 4 35,Rg2
8/5k2/2K1p1p1/p1B3Pp/8/P5P1/6r1/8 b - - 0 36,Rxg3
8/5k2/4p1p1/pKB3Pp/8/P5r1/8/8 b - - 1 37,Rxg5
8/5k2/4p1p1/K1B3rp/8/P7/8/8 b - - 0 38,Rxc5+
8/5k2/4p1p1/2r4p/1K6/P7/8/8 b - - 1 39,Rd5
8/5k2/4p1p1/3r3p/PK6/8/8/8 b - - 0 40,h4
8/5k2/4p1p1/P2r4/1K5p/8/8/8 b - - 0 41,h3
8/5k2/P3p1p1/3r4/1K6/7p/8/8 b - - 0 42,Rd8
3r4/P4k2/4p1p1/8/1K6/7p/8/8 b - - 0 43,Ra8
r7/P4k2/4p1p1/1K6/8/7p/8/8 b - - 2 44,Rxa7
8/r4k2/1K2p1p1/8/8/7p/8/8 b - - 1 45,h2
8/K4k2/4p1p1/8/8/8/7p/8 b - - 0 46,h1=Q
8/5k2/1K2p1p1/8/8/8/8/7q b - - 1 47,g5
8/K4k2/4p3/6p1/8/8/8/7q b - - 1 48,g4
8/5k2/1K2p3/8/6p1/8/8/7q b - - 1 49,g3
8/K4k2/4p3/8/8/6p1/8/7q b - - 1 50,g2
8/5k2/1K2p3/8/8/8/6p1/7q b - - 1 51,g1=Q+
8/5k2/K3p3/8/8/8/8/6qq b - - 1 52,Qhh2
8/5k2/4p3/1K6/8/8/7q/6q1 b - - 3 53,Qc2
8/5k2/4p3/8/1K6/8/2q5/6q1 b - - 5 54,Qgb1+
8/5k2/4p3/8/8/K7/2q5/1q6 b - - 7 55,Qca2#
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,exd5
rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,Nc3
rnbqkbnr/ppp1pppp/8/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,Nf3
rnbqkb1r/ppp1pppp/5n2/8/8/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 5,Be2
rnbqkb1r/ppp2ppp/4pn2/8/8/2N2N2/PPPPBPPP/R1BQK2R w KQkq - 0 6,O-O
rnbqk2r/ppp1bppp/4pn2/8/8/2N2N2/PPPPBPPP/R1BQ1RK1 w kq - 2 7,d3
rnbq1rk1/ppp1bppp/4pn2/8/8/2NP1N2/PPP1BPPP/R1BQ1RK1 w - - 1 8,Bg5
r1bq1rk1/pppnbppp/4pn2/6B1/8/2NP1N2/PPP1BPPP/R2Q1RK1 w - - 3 9,Bxf6
r1bq1rk1/ppp1bppp/4pn2/8/8/2NP1N2/PPP1BPPP/R2Q1RK1 w - - 0 10,b4
r1bq1rk1/p1p1bppp/1p2pn2/8/1P6/2NP1N2/P1P1BPPP/R2Q1RK1 w - - 0 11,a3
r2q1rk1/pbp1bppp/1p2pn2/8/1P6/P1NP1N2/2P1BPPP/R2Q1RK1 w - - 1 12,Re1
2rq1rk1/pbp1bppp/1p2pn2/8/1P6/P1NP1N2/2P1BPPP/R2QR1K1 w - - 3 13,Na2
2rq1rk1/pb2bppp/1p2pn2/2p5/1P6/P2P1N2/N1P1BPPP/R2QR1K1 w - - 0 14,c4
2rq1rk1/pb2bppp/1p2pn2/8/1pP5/P2P1N2/N3BPPP/R2QR1K1 w - - 0 15,axb4
2rq1rk1/1b2bppp/pp2pn2/8/1PP5/3P1N2/N3BPPP/R2QR1K1 w - - 0 16,Nc3
2rq1rk1/1b3ppp/pp2pn2/8/1bP5/2NP1N2/4BPPP/R2QR1K1 w - - 0 17,Qb3
2rq1rk1/1b3ppp/pp2pn2/8/2P5/1QbP1N2/4BPPP/R3R1K1 w - - 0 18,Qxc3
2r2rk1/1b1q1ppp/pp2pn2/8/2P5/2QP1N2/4BPPP/R3R1K1 w - - 1 19,Reb1
2r2rk1/1b1q1ppp/p3pn2/1p6/2P5/2QP1N2/4BPPP/RR4K1 w - - 0 20,cxb5
2r2rk1/1b1q1ppp/4pn2/1p6/8/2QP1N2/4BPPP/RR4K1 w - - 0 21,Qa5
r4rk1/1b1q1ppp/4pn2/Qp6/8/3P1N2/4BPPP/RR4K1 w - - 2 22,Qxb5
5rk1/1b1q1ppp/4pn2/1Q6/8/3P1N2/4BPPP/rR4K1 w - - 0 23,Qxd7
5rk1/1b1Q1ppp/4pn2/8/8/3P1N2/4BPPP/1r4K1 w - - 0 24,Bf1
5rk1/3Q1ppp/4pn2/8/8/3P1b2/5PPP/1r3BK1 w - - 0 25,Qa4
5rk1/5ppp/4pn2/8/Q7/3P4/4bPPP/1r3BK1 w - - 2 26,h3
5rk1/5ppp/4pn2/8/Q7/3P3P/4bPP1/5rK1 w - - 0 27,Kh2
5rk1/5ppp/4p3/7n/Q7/3P3P/4bPPK/5r2 w - - 2 28,Qg4
5rk1/5ppp/4pn2/8/6Q1/3P3P/4bPPK/5r2 w - - 4 29,Qxe2
5rk1/5ppp/4pn2/8/8/3P3P/4QPPK/1r6 w - - 1 30,d4
5rk1/5ppp/4pn2/8/1r1P4/7P/4QPPK/8 w - - 1 31,Qd3
1r4k1/5ppp/4pn2/8/1r1P4/3Q3P/5PPK/8 w - - 3 32,Qc3
1r4k1/5ppp/4p3/3n4/1r1P4/2Q4P/5PPK/8 w - - 5 33,Qc5
1r4k1/5p1p/4p1p1/2Qn4/1r1P4/7P/5PPK/8 w - - 0 34,Kg3
1r4k1/5p1p/4p1p1/2Qn4/3P4/1r4KP/5PP1/8 w - - 2 35,f3
1r4k1/5p1p/4p1p1/2Q5/3P4/1r2nPKP/6P1/8 w - - 1 36,Qe5
6k1/5p1p/4p1p1/4Q3/1r1P4/1r2nPKP/6P1/8 w - - 3 37,Kf4
1r4k1/5p1p/4p1p1/4Q3/3P1K2/1r2nP1P/6P1/8 w - - 5 38,Kg5
1r4k1/5p2/4p1pp/4Q1K1/3P4/1r2nP1P/6P1/8 w - - 0 39,Kxh6
1r4k1/5p2/4p1pK/4Qn2/3P4/1r3P1P/6P1/8 w - - 1 40,Kg5
1r4k1/5p2/4p1p1/4QnK1/3P4/5P1P/1r4P1/8 w - - 3 41,g4
1r4k1/5p2/4p1p1/4Q1K1/3P2P1/4nP1P/1r6/8 w - - 1 42,Kh6
1r4k1/5p2/4p1pK/4Q3/3P2n1/5P1P/1r6/8 w - - 0 43,fxg4
1r3k2/5p2/4p1pK/4Q3/3P2P1/7P/1r6/8 w - - 1 44,Qg7+
1r2k3/5pQ1/4p1pK/8/3P2P1/7P/1r6/8 w - - 3 45,Qe5
4k3/1r3p2/4p1pK/4Q3/3P2P1/7P/1r6/8 w - - 5 46,Kg7
1r2k3/5pK1/4p1p1/4Q3/3P2P1/7P/1r6/8 w - - 7 47,d5
1r6/3k1pK1/4p1p1/3PQ3/6P1/7P/1r6/8 w - - 1 48,dxe6+
1r6/3k2K1/4p1p1/4Q3/6P1/7P/1r6/8 w - - 0 49,Qf6
1r6/6K1/2k1pQp1/8/6P1/7P/1r6/8 w - - 2 50,Qxg6
1r6/6K1/4p1Q1/3k4/6P1/7P/1r6/8 w - - 1 51,Kf6
8/1r6/4pKQ1/3k4/6P1/7P/1r6/8 w - - 3 52,Qg5+
8/1r6/4pK2/6Q1/4k1P1/7P/1r6/8 w - - 5 53,h4
8/1r6/4pK2/6Q1/6PP/5k2/1r6/8 w - - 1 54,h5
8/1r6/4pK2/6QP/6P1/8/1r4k1/8 w - - 1 55,Ke5
8/8/4p3/1r2K1QP/6P1/8/1r4k1/8 w - - 3 56,Kf6
8/8/4pK2/6rP/6P1/8/1r4k1/8 w - - 0 57,Kxg5
8/8/4p3/6KP/6P1/1r6/6k1/8 w - - 1 58,h6
8/8/4p2P/6K1/6P1/6r1/6k1/8 w - - 1 59,Kg6
8/8/4p1KP/8/6r1/8/6k1/8 w - - 0 60,Kh5
8/8/4p2P/7K/7r/8/6k1/8 w - - 2 61,Kxh4
8/8/7P/4p3/7K/8/6k1/8 w - - 0 62,h7
rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1,c5
rnbqkbnr/pp1ppppp/8/2p5/8/6P1/PPPPPPBP/RNBQK1NR b KQkq - 1 2,Nf6
rnbqkb1r/pp1ppppp/5n2/2p5/8/4P1P1/PPPP1PBP/RNBQK1NR b KQkq - 0 3,g6
rnbqkb1r/pp1ppp1p/5np1/2p5/8/4P1P1/PPPPNPBP/RNBQK2R b KQkq - 1 4,Bg7
rnbqk2r/pp1pppbp/5np1/2p5/8/4P1P1/PPPPNPBP/RNBQ1RK1 b kq - 3 5,e6
rnbqk2r/pp1p1pbp/4pnp1/2p5/8/2P1P1P1/PP1PNPBP/RNBQ1RK1 b kq - 0 6,d5
rnbqk2r/pp3pbp/4pnp1/2pp4/3P4/2P1P1P1/PP2NPBP/RNBQ1RK1 b kq - 0 7,O-O
rnbq1rk1/pp3pbp/4pnp1/2pp4/3P4/2P1P1P1/PP1NNPBP/R1BQ1RK1 b - - 2 8,Nc6
r1bq1rk1/pp3pbp/2n1pnp1/2pp4/3P4/1PP1P1P1/P2NNPBP/R1BQ1RK1 b - - 0 9,b6
r1bq1rk1/p4pbp/1pn1pnp1/2pp4/3P4/1PP1P1P1/PB1NNPBP/R2Q1RK1 b - - 1 10,cxd4
r1bq1rk1/p4pbp/1pn1pnp1/3p4/3P4/1P2P1P1/PB1NNPBP/R2Q1RK1 b - - 0 11,Bb7
r2q1rk1/pb3pbp/1pn1pnp1/3p4/3P4/1P2P1P1/PB1NNPBP/2RQ1RK1 b - - 2 12,Rc8
2rq1rk1/pb3pbp/1pn1pnp1/3p4/3P4/PP2P1P1/1B1NNPBP/2RQ1RK1 b - - 0 13,Qd7
2r2rk1/pb1q1pbp/1pn1pnp1/3p4/1P1P4/P3P1P1/1B1NNPBP/2RQ1RK1 b - - 0 14,a6
2r2rk1/1b1q1pbp/ppn1pnp1/3p4/1P1P4/PN2P1P1/1B2NPBP/2RQ1RK1 b - - 1 15,Rc7
5rk1/1brq1pbp/ppn1pnp1/3p4/1P1P1N2/PN2P1P1/1B3PBP/2RQ1RK1 b - - 3 16,Rfc8
2r3k1/1brq1pbp/ppn1pnp1/3p4/1P1P1N2/PN2P1P1/1B1Q1PBP/2R2RK1 b - - 5 17,e5
2r3k1/1brq1pbp/ppn2np1/3pP3/1P3N2/PN2P1P1/1B1Q1PBP/2R2RK1 b - - 0 18,Ne8
2r1n1k1/1brq1pbp/ppn3p1/3pP3/1P3N2/PN2P1P1/3Q1PBP/B1R2RK1 b - - 2 19,Bxe5
2r1n1k1/1brq1p1p/ppn3p1/3pB3/1P3N2/PN2P1P1/3Q1PBP/2R2RK1 b - - 0 20,Nxe5
2r1n1k1/1bRq1p1p/pp4p1/3pn3/1P3N2/PN2P1P1/3Q1PBP/5RK1 b - - 0 21,Rxc7
4n1k1/1brq1p1p/pp4p1/3pn3/1P1N1N2/P3P1P1/3Q1PBP/5RK1 b - - 1 22,Nf6
6k1/1brq1p1p/pp3np1/3pn3/1P3N2/PN2P1P1/3Q1PBP/5RK1 b - - 3 23,d4
6k1/1Brq1p1p/pp3np1/4n3/1P1p1N2/PN2P1P1/3Q1P1P/5RK1 b - - 0 24,Rxb7
6k1/1r1q1p1p/pp3np1/4n3/1P1N1N2/P3P1P1/3Q1P1P/5RK1 b - - 0 25,Nc4
6k1/1r1q1p1p/pp3np1/8/1PnN1N2/P1Q1P1P1/5P1P/5RK1 b - - 2 26,Rc7
6k1/2rq1p1p/pp3np1/8/1PnN1N2/P3P1P1/5P1P/Q4RK1 b - - 4 27,Ne4
6k1/2rq1p1p/pp4p1/8/1PnNn3/P2NP1P1/5P1P/Q4RK1 b - - 6 28,Ncd2
6k1/2rq1p1p/pp4p1/8/1P1Nn3/P2NP1P1/3n1P1P/Q2R2K1 b - - 8 29,Qd6
6k1/2r2p1p/pp1q2p1/8/1P1Nn3/P2NP1P1/3n1PKP/Q2R4 b - - 10 30,Qf6
6k1/2r2p1p/pp3qp1/8/1P1NnP2/P2NP1P1/3n2KP/Q2R4 b - - 0 31,Nc4
6k1/2r2p1p/pp3qp1/8/1Pn1nP2/P2NPNP1/6KP/Q2R4 b - - 2 32,Ncd6
6k1/2r2p1p/pp1n1qp1/8/1P1NnP2/P2NP1P1/6KP/Q2R4 b - - 4 33,Kg7
8/2r2pkp/pp1n1qp1/8/1P2nP2/P2NPNP1/6KP/Q2R4 b - - 6 34,Re7
8/4rpkp/pp1n1Qp1/8/1P2nP2/P2NPNP1/6KP/3R4 b - - 0 35,Kxf6
8/4rp1p/pp1n1kp1/8/1P1NnP2/P2NP1P1/6KP/3R4 b - - 1 36,Nb5
8/4rp1p/pp3kp1/1n6/1P2nP2/P2NPNP1/6KP/3R4 b - - 3 37,Nd4
8/4rp1p/pp3kp1/8/1P1nnP2/P2NPNP1/6KP/2R5 b - - 5 38,Nxf3
8/4rp1p/pp3kp1/8/1P2nP2/P2NPKP1/7P/2R5 b - - 0 39,Nd6
8/4rp1p/pp1n1kp1/8/1P2PP2/P2N1KP1/7P/2R5 b - - 0 40,Re6
8/5p1p/pp1nrkp1/4P3/1P3P2/P2N1KP1/7P/2R5 b - - 0 41,Ke7
8/4kp1p/pp1Pr1p1/8/1P3P2/P2N1KP1/7P/2R5 b - - 0 42,Kxd6
8/5p1p/pp1kr1p1/8/1P3P2/P2N1KP1/7P/3R4 b - - 1 43,Ke7
8/4kp1p/pp2r1p1/4N3/1P3P2/P4KP1/7P/3R4 b - - 3 44,Rc6
8/3Rkp1p/ppr3p1/4N3/1P3P2/P4KP1/7P/8 b - - 5 45,Kf8
5k2/3R1p1p/ppN3p1/8/1P3P2/P4KP1/7P/8 b - - 0 46,a5
5k2/1R3p1p/1pN3p1/p7/1P3P2/P4KP1/7P/8 b - - 1 47,axb4
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c5
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Nc6
r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,cxd4
r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,g6
r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 5,Bg7
r1bqk1nr/pp1pppbp/2n3p1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 3 6,Nf6
r1bqk2r/pp1pppbp/2n2np1/8/3NP3/2N1BP2/PPP3PP/R2QKB1R b KQkq - 0 7,O-O
r1bq1rk1/pp1pppbp/2n2np1/8/3NP3/2N1BP2/PPPQ2PP/R3KB1R b KQ - 2 8,e6
r1bq1rk1/pp1p1pbp/2n1pnp1/8/3NP3/2N1BP2/PPPQ2PP/2KR1B1R b - - 1 9,d5
r1bq1rk1/pp3pbp/2n1pnp1/3p4/3NP2P/2N1BP2/PPPQ2P1/2KR1B1R b - - 0 10,dxe4
r1bq1rk1/pp3pbp/2n1pnp1/8/3NP2P/2N1B3/PPPQ2P1/2KR1B1R b - - 0 11,Nxd4
r1bq1rk1/pp3pbp/4pnp1/8/3BP2P/2N5/PPPQ2P1/2KR1B1R b - - 0 12,Nd5
r1bq1rk1/pp3pbp/4p1p1/3P4/3B3P/2N5/PPPQ2P1/2KR1B1R b - - 0 13,exd5
r1bq1rk1/pp3pBp/6p1/3p4/7P/2N5/PPPQ2P1/2KR1B1R b - - 0 14,Kxg7
r1bq1r2/pp3pkp/6p1/3Q4/7P/2N5/PPP3P1/2KR1B1R b - - 0 15,Qf6
r1b2r2/pp3pkp/5qp1/8/3Q3P/2N5/PPP3P1/2KR1B1R b - - 2 16,Qxd4
r1b2r2/pp3pkp/6p1/8/3R3P/2N5/PPP3P1/2K2B1R b - - 0 17,Bf5
r4r2/pp3pkp/6p1/5b2/3R3P/2NB4/PPP3P1/2K4R b - - 2 18,b6
r4r2/p4pkp/1p4p1/5B2/3R3P/2N5/PPP3P1/2K4R b - - 0 19,gxf5
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c5
rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,Nc6
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 3,g6
r1bqkbnr/pp1ppp1p/2n3p1/2p5/4P3/2NP3P/PPP2PP1/R1BQKBNR b KQkq - 0 4,Bg7
r1bqk1nr/pp1pppbp/2n3p1/2p5/4P3/2NP2PP/PPP2P2/R1BQKBNR b KQkq - 0 5,Nf6
r1bqk2r/pp1pppbp/2n2np1/2p5/4P3/2NP2PP/PPP2PB1/R1BQK1NR b KQkq - 2 6,e6
r1bqk2r/pp1p1pbp/2n1pnp1/2p5/4P3/2NP2PP/PPP1NPB1/R1BQK2R b KQkq - 1 7,d5
r1bqk2r/pp3pbp/2n1pnp1/2pp4/4P3/2NP2PP/PPP1NPB1/R1BQ1RK1 b kq - 1 8,d4
r1bqk2r/pp3pbp/2n1pnp1/2p5/3pP3/3P2PP/PPP1NPB1/RNBQ1RK1 b kq - 1 9,b6
r1bqk2r/p4pbp/1pn1pnp1/2p5/3pP3/3P2PP/PPPNNPB1/R1BQ1RK1 b kq - 1 10,Bd7
r2qk2r/p2b1pbp/1pn1pnp1/2p5/3pP3/3P2PP/PPPNNPBK/R1BQ1R2 b kq - 3 11,Qc7
r3k2r/p1qb1pbp/1pn1pnp1/2p5/3pPP2/3P2PP/PPPNN1BK/R1BQ1R2 b kq - 0 12,e5
r3k2r/p1qb1pbp/1pn2np1/2p1p3/3pPP2/3P1NPP/PPP1N1BK/R1BQ1R2 b kq - 1 13,exf4
r3k2r/p1qb1pbp/1pn2np1/2p5/3pPN2/3P1NPP/PPP3BK/R1BQ1R2 b kq - 0 14,Bh6
r3k2r/p1qb1p1p/1pn2npb/2p5/3pPN2/2PP1NPP/PP4BK/R1BQ1R2 b kq - 0 15,Bxf4
r3k2r/p1qb1p1p/1pn2np1/2p5/3pPB2/2PP1NPP/PP4BK/R2Q1R2 b kq - 0 16,Qd8
r2qk2r/p2b1p1p/1pn2np1/2p5/3PPB2/3P1NPP/PP4BK/R2Q1R2 b kq - 0 17,cxd4
r2qk2r/p2b1p1p/1pn2np1/8/3pPB2/3P1NPP/PP4BK/2RQ1R2 b kq - 1 18,Rc8
2rqk2r/p2b1p1p/1pn2np1/8/3pPB2/1Q1P1NPP/PP4BK/2R2R2 b k - 3 19,Qe7
2r1k2r/p2bqp1p/1pn2np1/4P3/3p1B2/1Q1P1NPP/PP4BK/2R2R2 b k - 0 20,Nh5
2r1k2r/p2bqp1p/1pn3p1/4P1Bn/3p4/1Q1P1NPP/PP4BK/2R2R2 b k - 2 21,f6
2r1k2r/p2bq2p/1pn2Pp1/6Bn/3p4/1Q1P1NPP/PP4BK/2R2R2 b k - 0 22,Nxf6
2r1k2r/p2bq2p/1pn2np1/6B1/3p4/1Q1P1NPP/PP4BK/4RR2 b k - 1 23,Qxe1
2r1k2r/p2b3p/1pn2np1/6B1/3p4/1Q1P1NPP/PP4BK/4R3 b k - 0 24,Kd8
2rk3r/p2b3p/1pn2Bp1/8/3p4/1Q1P1NPP/PP4BK/4R3 b - - 0 25,Kc7
2r4r/p1kb3p/1pn2Bp1/8/3p4/Q2P1NPP/PP4BK/4R3 b - - 2 26,Rhf8
2r2r2/p1kb3p/1pn3p1/4B3/3p4/Q2P1NPP/PP4BK/4R3 b - - 4 27,Kb7
2r2r2/pk1b3p/1pn3p1/8/3B4/Q2P1NPP/PP4BK/4R3 b - - 0 28,Nxd4
2r2r2/pk1b3p/1p4p1/8/3N4/Q2P2PP/PP4BK/4R3 b - - 0 29,Kb8
1kr2r2/p2b3p/Qp4p1/8/3N4/3P2PP/PP4BK/4R3 b - - 2 30,Rc7
1k3r2/p1rbR2p/Qp4p1/8/3N4/3P2PP/PP4BK/8 b - - 4 31,Rfc8
1kr5/p1rR3p/Qp4p1/8/3N4/3P2PP/PP4BK/8 b - - 0 32,Rxd7
1kr5/p2r3p/Qp4p1/1N6/8/3P2PP/PP4BK/8 b - - 1 33,Rcc7
1k6/p1Nr3p/Qp4p1/8/8/3P2PP/PP4BK/8 b - - 0 34,Rxc7
1k6/p1r4p/1p4p1/1Q6/8/3P2PP/PP4BK/8 b - - 1 35,Kc8
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,exd5
rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,Nc3
